amount,bundleInfo,category,conversionFactor,descriptionLong,descriptionShort,inPromotion,images,name,packageLabel,packageLabelKey,parentCategories,productId,medical,sku,slug,upsellSku,published,purchased,volumeLabelKey,volumeLabelLong,volumeLabelShort,weight,weightArticle,weightPieceArticle,weightPerPiece,alcoholByVolume,brandMarketing,countryOfOrigin,features,keywordSearch,meatBorn,meatButchered,meatSlaughtered,meatRaised,nappySize,nutIngredients,badges,productMarketing,regulatedProductName,storageAndUsageStatements,storageType,telephoneHelpline,wineColour,wineType,quantityStepSize,brand_name,brand_slug,price_baseUnitLong,price_baseUnitShort,price_basePriceFactor,price_regular_perStandardizedQuantity,price_regular_tags,price_regular_value,ageRequiredInMonths,depositType,allergens,maxQuantity,price_depositPrice,price_crossed,price_discountPercentage,price_regular_promotionQuantity,price_regular_promotionText,price_regular_promotionType,price_regular_promotionValue,price_lowestPrice,drainedWeight,preparationTime,minQuantity,bundleSize
55,,Tabs & Pads,1000.0,,"Nahezu fünf Jahrzehnte Erfahrung im Kaffeegeschäft fließen in diesen besonders milden Espresso ein. Der intensive und karamellisierte Kaffee ist das Herzstück des hausgemachten entkoffeinierten lattes aus dem Coffee Shop. Besonders sanft und ausgewogen entfaltet sich die Süße der Röstung durch die Zugabe von Milch und verleiht klassischen Espressogetränken eine besonders samtige Note, ohne die sonst typischen herben Röstaromen.<p><ul><li>STARBUCKS Kaffee für dein Zuhause: Genieße deinen STARBUCKS Lieblingskaffee bei dir zu Hause.</li><li>STARBUCKS ESPRESSO ROAST DECAFF: Die perfekte Kombination aus Kaffeebohnen und Röstung, abgerundet mit karamelliger Süße. Entkoffeiniert.</li><li>STARBUCKS RÖSTSPEKTRUM: Dark Roast - die intensivste und aromatischste Röstung</li><li>Kompatible Kapsel Kaffee für NESPRESSO Kaffeemaschinen. 10 Kaffeekapseln pro Stange, Intensitätsstufe 6. Jede Kapsel enthält Kaffee für einen Espresso.</li><li>Commitment zu 100% etischer Kaffeebeschaffung in Zusammenarbeit mit Conservation International</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-499533-1161556307-9GQq9i7f.jpg'],Starbucks Espresso Roast Entkoffeiniert Kaffee für Nespresso,Karton,kt,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13801', 'name': 'Kaffee, Tee & Co.', 'slug': 'kaffee-tee-und-co-13801', 'orderHint': '000000510'}, {'key': '13802', 'name': 'Kaffee', 'slug': 'kaffee-13802', 'orderHint': '000000520'}, {'key': '13805', 'name': 'Tabs & Pads', 'slug': 'tabs-und-pads-13805', 'orderHint': '000000550'}]]",18ab9a8d-8c63-4b5f-907f-7a18c2722bb0,False,00-499533,starbucks-espresso-roast-entkoffeiniert-kaffee-fuer-nespresso-00499533,,True,False,gr,Gramm,g,0.078,False,False,0,,,,,,,,,,,,"['pp-veget', 'pp-vegan']","Nahezu fünf Jahrzehnte Erfahrung im Kaffeegeschäft fließen in diesen besonders milden, entkoffeinierten Espresso ein. Die sorgfältig ausgewählte Kaffeemischung aus Lateinamerika wird behutsam geröstet, um ihre süßen, lebendigen Noten hervorzuheben. Besonders sanft und ausgewogen entfaltet sich die Süße der Röstung durch die Zugabe von Milch und verleiht klassischen Espressogetränken eine samtige Note, ohne die typischen herben Röstaromen.

* STARBUCKS Kaffee für dein Zuhause: Genieße deinen STARBUCKS Lieblingskaffee bei dir zu Hause.
* STARBUCKS BLONDE ESPRESSO ROAST DECAF: Eine besonders sanfte und ausgewogene Kaffeemischung aus Lateinamerika, die süße, lebendige Noten für einen milden, entkoffeinierten Espresso mit samtiger Note bietet.
* STARBUCKS RÖSTSPEKTRUM: Blonde Roast Decaf - die helle Röstung mit samtigen & süßen Noten, ganz ohne Koffein.
*Kompatible Kapsel Kaffee für NESPRESSO Kaffeemaschinen. 10 Kaffeekapseln pro Stange, Intensitätsstufe 6. Jede Kapsel enthält Kaffee für einen Espresso oder Lungo. 
*Commitment zu 100% ethischer Kaffeebeschaffung in Zusammenarbeit mit Conservation International.",,Mindestens haltbar bis: siehe Seite.,,,,,,Starbucks,starbucks,Kilogramm,kg,1,9073.0,[],499.0,,,,72.0,,,,,,,,,,,,
580,,Sauerwaren,1000.0,,"Die Sauergemüse-Variationen von Bio-Lutz sind bio bis zur Wurzel. Denn hier kommt nur das das Beste ins Glas: Gemüse, Gewürze und Essig aus kontrolliert biologischem Anbau.<ul><li>Fein säuerlich, würzig, biologisch</li><li>Handverlesen und handeingelegt</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-864479-0389704807-n_AgmlLT.jpg'],Lutz Bio Karotten Sellerie Salat,Glas,gl,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13992', 'name': 'Konserven & Sauerwaren', 'slug': 'konserven-und-sauerwaren-13992', 'orderHint': '000002420'}, {'key': '13998', 'name': 'Sauerwaren', 'slug': 'sauerwaren-13998', 'orderHint': '000002480'}]]",2998ce53-71b3-4be3-87b6-61775dea3c9a,False,00-864479,lutz-bio-karotten-sellerie-salat-00864479,,True,False,ml,Milliliter,ml,0.836,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry', 'pp-bio']","FEIN SÄUBERLICH, WÜRZIG BIOLOGISCH:
Bunte Einlegearbeiten aus unseren besten Wurzeln & Gemüsesorten",,"Vor Wärme geschützt lagern.
Nach dem Öffnen im Kühlschrank lagern und innerhalb von 3 Tagen genießen.",,,,,1.0,Lutz,lutz,Liter,Liter,1,1340.0,[],449.0,,,['CONTAINS BC'],,,,,,,,,,335.0,,,
1,,Beutelsuppen,1.0,,Leicht gebundene Tomatensuppe mit Nudeln,True,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-345074-0653232465-8GFtTlXu.jpg'],Knorr Disney Suppe Avengers Tomate,,,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13969', 'name': 'Fertiggerichte', 'slug': 'fertiggerichte-13969', 'orderHint': '000002190'}, {'key': '13971', 'name': 'Beutelsuppen', 'slug': 'beutelsuppen-13971', 'orderHint': '000002210'}]]",be342ec8-d091-49ec-8f69-46a2449324e1,False,00-345074,knorr-disney-suppe-avengers-tomate-00345074,,True,False,bt,Beutel,,0.046,False,False,0,,,,,,,,,,,,"['pp-veget', 'pp-vegan']","Knorr Suppenliebe Marvel Avengers verspricht Genuss für die ganze Familie, denn die hochwertigen und schonend getrockneten Zutaten schmeckt man mit jedem Löffel. Die Avengers Nudelsuppe ist ideal für eine schnelle Suppe! Die klare Nudelsuppe mit Gemüse passt einfach immer. Am besten gleich einmal selbst ausprobieren: Die Zubereitung der Kindersuppe ist denkbar einfach und schnell gemacht. Mit wenigen Handgriffen hat man eine köstliche Suppe für Kinder und Erwachsene zubereitet. Zubereitung: Beutelinhalt mit einem Kochlöffel in 500 ml kaltes Wasser einrühren. Bei schwacher Hitze 10 Minuten kochen lassen. Gelegentlich umrühren. Suppenliebe mit jedem Löffel: Die vielen verschiedenen Suppen von Knorr wie die Avengers Suppe, Disney Eiskönigin Suppe oder die Sternchensuppe sind ein abwechslungsreicher Genuss für die ganze Familie und mit wenigen Handgriffen zubereitet. Durch die hochwertigen und schonend getrockneten Zutaten kommen die Suppen von Knorr Suppenliebe ohne Farb- und Konservierungsstoffe oder geschmacksverstärkende Zusatzstoffe aus. Damit finden alle ihren Liebling! Sind schon die vielen weiteren Produkte von Knorr bekannt? Dank der Fix-Produkten, Soßen, Fertiggerichten, Suppen, Salatdressings, Brühen und Bouillons gelingt jedes Gericht garantiert mit wenigen Handgriffen. Schnell und einfach erhalten so authentische Mahlzeiten ihren typischen Geschmack - egal, ob abwechslungsreiche vegetarische oder vegane Küche, herzhafte Fleischgerichte oder köstliche Gemüsevariationen. Dabei ist es die Komposition ausgewählter hochwertiger Zutaten, die jedes Knorr Produkt besonders macht. Knorr verarbeitet nur sorgfältig schonend getrocknete Zutaten, denn das Trocknen ist eine der ältesten Methoden, um Lebensmittel natürlich haltbar zu machen. Da der Geschmack und die Hauptnährstoffe der frischen Zutaten weitgehend erhalten bleiben, passen Lebensmittel aus getrockneten Zutaten perfekt in unseren stressigen Alltag. Essen mit Knorr ist unkompliziert und sorgt darüber hinaus für ein gutes Gefühl: 95 Prozent unserer Gemüse und Kräuter stammen heute schon aus nachhaltigem Anbau. Denn wir bei Knorr glauben, dass die Verwendung nachhaltig angebauter und beschaffter Zutaten einen großen Unterschied für den Geschmack unserer Produkte, das Wohlbefinden der Landwirte und die Zukunft des Planeten macht. Knorr. Gutes, einfach köstlich!",,,,,,,,Knorr,knorr,Beutel,Beutel,,79.0,"['pt-2plus1', 'pt-multi']",79.0,,,"['MAY_CONTAIN AY', 'MAY_CONTAIN BC', 'CONTAINS AW', 'MAY_CONTAIN BM', 'MAY_CONTAIN AE', 'MAY_CONTAIN AM']",,,119.0,-33.0,3.0,Bei 3 Beutel je,PER_SET_OF,119.0,,,,,
825,,Obst & Kompotte,1000.0,,Der Fruchtcocktail beinhaltet geschnittene exotische Früchte . Er schmeckt pur und bereichert Desserts.,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-902268-0211295723-xGZSl_6E.jpg'],Beach Flower 5-Frucht Cocktail,Dose,ds,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13992', 'name': 'Konserven & Sauerwaren', 'slug': 'konserven-und-sauerwaren-13992', 'orderHint': '000002420'}, {'key': '13996', 'name': 'Obst & Kompotte', 'slug': 'obst-und-kompotte-13996', 'orderHint': '000002460'}]]",4a239516-04c4-4d58-9164-b7689ff117d7,False,00-902268,beach-flower-5frucht-cocktail-00902268,,True,False,gr,Gramm,g,0.92,False,False,0,,,Südafrika,,,,,,,,,"['pp-veget', 'pp-vegan']",,,Vor Wärme geschützt und trocken lagern. Nach dem Öffnen in einem nicht-metallischen Behälter gekühlt lagern und innerhalb von 2 Tagen verbrauchen.,,,,,1.0,Beach Flower,beach-flower,Kilogramm,kg,1,638.0,[],319.0,,,,,,,,,,,,,500.0,,,
150,,Nüsse,1000.0,,,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-272273-0154291170-o1-uUnsn.jpg'],Tasty Cashews Black Truffle,Beutel,bt,"[[{'key': '14057', 'name': 'Süßes & Salziges', 'slug': 'suesses-und-salziges-14057', 'orderHint': '000003070'}, {'key': '14061', 'name': 'Chips & Co.', 'slug': 'chips-und-co-14061', 'orderHint': '000003110'}, {'key': '14064', 'name': 'Nüsse', 'slug': 'nuesse-14064', 'orderHint': '000003140'}], [{'key': '14057', 'name': 'Süßes & Salziges', 'slug': 'suesses-und-salziges-14057', 'orderHint': '000003070'}, {'key': '14061', 'name': 'Chips & Co.', 'slug': 'chips-und-co-14061', 'orderHint': '000003110'}, {'key': '14063', 'name': 'Knabbereien', 'slug': 'knabbereien-14063', 'orderHint': '000003130'}]]",48550c74-67e2-4490-a2b4-f001a21f7c69,False,00-272273,tasty-cashews-black-truffle-00272273,,True,False,gr,Gramm,g,0.155,False,False,0,,,Vietnam,,,,,,,,,['pp-veget'],,,"Trocken lagern, vor Wärme schützen.",,,,,,Tasty,tasty,Kilogramm,kg,1,3327.0,[],499.0,,,"['CONTAINS AN', 'CONTAINS AE', 'MAY_CONTAIN AS', 'MAY_CONTAIN AP']",,,,,,,,,,,,,
500,,Ofenfrisches Brot,1000.0,,"Die stark aufgesprungene, resche Kruste ist das Markenzeichen des Almlaberls von Ströck. Das Mischbrot in Bio-Qualität ist beliebt bei der ganzen Familie.<ul><li>nach traditioneller Rezeptur gebacken</li><li>Roggenmischbrot mit hohem Schrotanteil</li><li>regelmäßig frisch gebacken</li><li>aus der österreichischen Bäckerei Ströck</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-38172-862391800-cHUEF2m4.jpg'],Ströck Almlaberl - Mehl aus Österreich,Stück,st,"[[{'key': '13766', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13766', 'orderHint': '000000160'}, {'key': '13770', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13770', 'orderHint': '000000200'}, {'key': '13772', 'name': 'Ofenfrisches Brot', 'slug': 'ofenfrisches-brot-13772', 'orderHint': '000000220'}]]",17eb94f6-aa7c-4268-b8d9-b658a8213780,False,00-38172,stroeck-almlaberl-mehl-aus-oesterreich-0038172,,True,False,gr,Gramm,g,0.5,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry']",,,trocken bei Raumtemperatur lagern,,,,,,Ströck,stroeck,Kilogramm,kg,1,538.0,[],269.0,,,['CONTAINS AW'],,,,,,,,,,,,,
750,,Dessertwein,1000.0,,"Zu jedem Anlass ein purer Genuss: Der Brombeerwein begeistert mit der Fruchtigkeit der kleinen Beeren - so ist jeder Schluck etwas Besonderes.<ul><li>in der praktischen 0,75-l-Flasche</li><li>mit 5,0 % Alkohol</li><li>enthält Sulfite</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-703416-170678095-6jwrS6y-.jpg'],Coka Brombeerwein,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13833', 'name': 'Wein', 'slug': 'wein-13833', 'orderHint': '000000830'}, {'key': '13836', 'name': 'Dessertwein', 'slug': 'dessertwein-13836', 'orderHint': '000000860'}]]",5975dcea-7dd9-4a9a-8afa-9e51fb5818c3,False,00-703416,coka-brombeerwein-00703416,,True,False,ml,Milliliter,ml,1.354,False,False,0,5.0,,,,,,,,,,,"['pp-veget', 'pp-vegan']",,,,,,,,1.0,Coka,coka,Liter,Liter,1,1065.0,[],799.0,216.0,,['CONTAINS AU'],,,,,,,,,,,,,
75,,Zahnpasten,100.0,,"12 Stunden Schutz für Zähne, Zunge, Wangen und Zahnfleisch.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-266862-1813271757-i_LqjmGW.jpg'],Colgate Total Zahncreme Plus Gesundes Weiß,Stück,st,"[[{'key': '14083', 'name': 'Pflege', 'slug': 'pflege-14083', 'orderHint': '000003330'}, {'key': '14105', 'name': 'Mund- & Zahnhygiene', 'slug': 'mund-und-zahnhygiene-14105', 'orderHint': '000003550'}, {'key': '14107', 'name': 'Zahnpasten', 'slug': 'zahnpasten-14107', 'orderHint': '000003570'}]]",65ee3dfd-921c-4305-88ed-549450316b24,False,00-266862,colgate-total-zahncreme-plus-gesundes-weiss-00266862,,True,False,ml,Milliliter,ml,0.125,False,False,0,,,Polen,,,,,,,,,,,,,,,,,,Colgate,colgate,Milliliter,ml,100,265.0,"['pt-multi', 'pt-1plus1']",199.0,,,,6.0,,399.0,-50.0,2.0,Bei 2 Stk je,PER_SET_OF,399.0,,,,,
1,,Zitrusfrüchte,1.0,,"Die saftigen Ja! Natürlich Bio-Grapefruits schmecken leicht säuerlich. Gemäß der biologischen Landwirtschaft werden sie in Sizilien angebaut. Auch die Schale bleibt unbehandelt und kann somit bedenkenlos verzehrt werden - ob zum Verfeinern von Kuchen, Tees oder Cocktails.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89074-1571796396-AZjlpOtC.jpg'],Ja! Natürlich Bio-Grapefruit,Stück,st,"[[{'key': '13751', 'name': 'Obst & Gemüse', 'slug': 'obst-und-gemuese-13751', 'orderHint': '000000010'}, {'key': '13752', 'name': 'Obst', 'slug': 'obst-13752', 'orderHint': '000000020'}, {'key': '13756', 'name': 'Zitrusfrüchte', 'slug': 'zitrusfruechte-13756', 'orderHint': '000000060'}]]",ec716024-b301-46a4-bf61-d3bda4d29d5d,False,00-89074,ja-natuerlich-biograpefruit-0089074,,True,False,st,Stück,stk,0.25,False,False,0,,,Spanien,,,,,,,,,"['pp-veget', 'pp-bio']",,,,,,,,,Ja! Natürlich,ja--natuerlich,Stück,Stk,,149.0,[],149.0,,,,,,,,,,,,,,,,
100,,Senf & Kren,1000.0,,Mautner Markhof Apfelkren ist die optimale Kombination aus wohlschmeckenden Golden Delicious Äpfeln und frischem Kren - beides aus der Steiermark. Er darf zum klassischen Tafelspitz und anderen Rindfleischgerichten einfach nicht fehlen.,False,"['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410928-1895489569-vhJaVokw.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410928-258389211-LjJ3znag.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410928-1174824418-sii2e-om.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410928-2090336104-jqO5Mdj8.jpg']",Mautner Markhof Apfelkren,Glas,gl,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14027', 'name': 'Saucen & Dressings', 'slug': 'saucen-und-dressings-14027', 'orderHint': '000002770'}, {'key': '14031', 'name': 'Senf & Kren', 'slug': 'senf-und-kren-14031', 'orderHint': '000002810'}]]",1b2cc133-ab3e-4581-b47c-1b879a96883e,False,00-410928,mautner-markhof-apfelkren-00410928,,True,False,gr,Gramm,g,0.195,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'pp-glutenfr', 'homecountry']",Der Apfelkren ist die optimale Kombination aus wohlschmeckenden Golden Delicious Äpfeln und frischem Kren aus der Steiermark. Er darf zum klassischen Tafelspitz und anderen Rindfleischgerichten einfach nicht fehlen. Aber auch Aufstrichen verleiht er noch das gewisse Etwas.,,,,,,,,Mautner Markhof,mautner-markhof,Kilogramm,kg,1,2190.0,[],219.0,,,['CONTAINS AU'],,,,,,,,,,,,,
460,,Eisbecher,1000.0,,Pistaziencremeeis mit karamellisierten Pistazienstückchen,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-927340-1525898606-MqJvvpm2.jpg'],Grom Pistacchio,Becher,be,"[[{'key': '13916', 'name': 'Tiefkühl', 'slug': 'tiefkuehl-13916', 'orderHint': '000001660'}, {'key': '13917', 'name': 'Eis', 'slug': 'eis-13917', 'orderHint': '000001950'}, {'key': '13918', 'name': 'Eisbecher', 'slug': 'eisbecher-13918', 'orderHint': '000001960'}]]",b35c7581-ef2a-4d99-a6b1-dd71d741e259,False,00-927340,grom-pistacchio-00927340,,True,False,ml,Milliliter,ml,0.496,False,False,0,,,Italien,,,,,,,,,"['pp-veget', 'tiefkuehlung']","GROM Gelato benötigt nicht viel, um authentisch zu schmecken: qualitativ hochwertige Milch, frische Eier, weißen Rohrzucker und nur die besten Zutaten aus Italien und der ganzen Welt. Diese kommen von ausgewählten Partnerfarmen, wo sie mit viel Leidenschaft angebaut werden. GROMs Credo: keine Kompromisse! Deshalb wird bei der Zubereitung von Eis Creme und der fruchtigen Sorbets besonders viel Wert auf die Qualität und den natürlichen Geschmack der Zutaten gelegt. Pistazien in ihrer schönsten Form: Beim Grom Gelato al Pistacchio werden die Sorten ""Perfect Green"" und ""Mawardi"" zu einer ganz besonderen Gelato-Komposition vereint. Dabei sorgen die karamellisierten Pistazienstückchen für einen natürlichen, vollmundigen und intensiven Pistaziengeschmack, Löffel für Löffel. GROM: Das sind zwei Freunde und ein Traum - das beste Gelato der Welt herzustellen. GROMs Ursprung liegt im Traum der zwei Freunde Federico Grom und Guido Martinetti. Ihre Vision war es, das beste Gelato der Welt herzustellen: pur und authentisch, mit einem besonders hohen Anspruch an die Qualität. Darum ist es uns bei GROM so wichtig, nur die besten Zutaten zu finden. Genau sie sind der Schlüssel für den natürlichen Geschmack von GROM Gelati und Sorbetti. Deshalb werden bei der Eisherstellung nur ausgewählte Zutaten aus Italien und der ganzen Welt verwendet. Ohne Emulgatoren, Aromen oder Farbstoffe - und ohne Kompromisse. Alles begann mit der ersten GROM-Gelateria in Turin, die den Grundstein für die Erfolgsgeschichte von GROM legte. Mittlerweile betreibt GROM mehr als 80 Gelaterias weltweit. Mit den Gelato- und Sorbetto-Bechern für zu Hause will GROM das pure und authentische Geschmackserlebnis an jeden Ort der Welt bringen. Aufbewahrungs- und Verwendungshinweis: Bei - 18°C mindestens haltbar bis Ende: siehe Packungsaufdruck.",,Bei -18°C mindestens haltbar bis Ende: siehe Packungsaufdruck,,,,,1.0,Grom,grom,Liter,Liter,1,1846.0,[],849.0,,,"['CONTAINS AM', 'CONTAINS AN', 'CONTAINS AE']",,,,,,,,,,,,,
28,,Gewürzmischungen,1000.0,,"Die Santa Maria Burrito Gewürzmischung verleiht mexikanischen Gerichten eine authentische Note. Sie schmeckt die Füllung klassischer Burritos aromatisch ab.<ul><li>Würzmischung für Burritos</li><li>mit Chilipfeffer, geräucherte Paprika, Koriander, Kreuzkümmel & Ingwer</li><li>für Füllungen mit Rindfleisch oder Hühnerfleisch</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-487516-2013634885-QGL7jBtc.jpg'],Santa Maria Burrito Gewürzmischung,Beutel,bt,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13981', 'name': 'Gewürze & Würzmittel', 'slug': 'gewuerze-und-wuerzmittel-13981', 'orderHint': '000002310'}, {'key': '13984', 'name': 'Gewürzmischungen', 'slug': 'gewuerzmischungen-13984', 'orderHint': '000002340'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13944', 'name': 'Asia & Mexican Produkte', 'slug': 'asia-und-mexican-produkte-13944', 'orderHint': '000001940'}, {'key': '13946', 'name': 'Mexican Produkte', 'slug': 'mexican-produkte-13946', 'orderHint': '000001960'}]]",f2b6c5a9-2b46-4144-b80c-38f6b9a18ac3,False,00-487516,santa-maria-burrito-gewuerzmischung-00487516,,True,False,gr,Gramm,g,0.033,False,False,0,,,Mexico,,,,,,,,,"['pp-veget', 'pp-vegan']",,,Kühl und trocken lagern.,,,,,1.0,Santa Maria,santa-maria,Kilogramm,kg,1,5321.0,[],149.0,,,,6.0,,,,,,,,,,,,
1,,Pasta & Risotto,1.0,,Der Knorr Pasta Snack Mac & Cheese Jalapeno New York City Style im Becher ist die schnelle kleine Mahlzeit für das Büro oder wenn zu Hause mal keine Zeit zum Kochen ist. Dabei wird der Becher mit heißem Wasser aufgegossen und innerhalb von nur 5 Minuten ist das Fertiggericht zubereitet.,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-713191-0133337171-y4C0d3_M.jpg'],Knorr Pasta Snack Mac & Cheese Jalapeno,Becher,be,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13969', 'name': 'Fertiggerichte', 'slug': 'fertiggerichte-13969', 'orderHint': '000002190'}, {'key': '13976', 'name': 'Pasta & Risotto', 'slug': 'pasta-und-risotto-13976', 'orderHint': '000002260'}]]",a68012c6-a499-4c7e-a20c-5fe233341fbc,False,00-713191,knorr-pasta-snack-mac-und-cheese-jalapeno-00713191,,True,False,st,Stück,stk,0.07,False,False,0,,,,,,,,,,,,,"Das Knorr Sortiment Taste the World bietet Snacks in verschiedenen Geschmacksrichtungen, inspiriert von Küchen aus aller Welt. Der Knorr Pasta Snack Mac & Cheese Jalapeño New York City Style im Becher ist die schnelle kleine Mahlzeit für das Büro oder wenn zu Hause mal keine Zeit zum Kochen ist. Dabei wird der Becher mit heißem Wasser aufgegossen und innerhalb von nur 5 Minuten ist das Fertiggericht zubereitet. Zubereitung: Deckel öffnen und mit kochendem Wasser bis zur Markierung aufgießen. Gründlich umrühren und Deckel wieder schließen. Becher 5 Minuten ziehen lassen. Nochmals gut umrühren und in 5 Minuten ist ein köstliches Nudelgericht fertig. In unserem vielfältigen Sortiment haben wir cremige Pasta-Snacks und herzhafte Kartoffel-Snacks. Auch die Liebhaber von Reis-Snacks kommen mit dem köstlichen Chili con Carne Style schnell auf den Geschmack. Abwechslung bietet neben der Rahm-Sauce auch ein Sortiment von authentisch asiatischen Instant Nudeln. Einfach mal eine Auszeit mit den köstlichen Snackbechern oder Fertigsuppen von Knorr nehmen. Knorr verarbeitet nur sorgfältig schonend getrocknete Zutaten, denn das Trocknen ist eine der ältesten Methoden, um Lebensmittel natürlich haltbar zu machen. Da der Geschmack und die Nährstoffe der frischen Zutaten weitgehend erhalten bleiben, passen Lebensmittel aus getrockneten Zutaten perfekt in unseren stressigen Alltag. Essen mit Knorr ist unkompliziert und sorgt darüber hinaus für ein gutes Gefühl: Über 90 Prozent der Zutaten kommen heute schon aus nachhaltigem Anbau. Denn wir bei Knorr glauben, dass die Verwendung nachhaltig angebauter und beschaffter Zutaten einen großen Unterschied für den Geschmack unserer Produkte, das Wohlbefinden der Landwirte und die Zukunft des Planeten macht. Knorr - Gutes, einfach köstlich.",,,,,,,1.0,Knorr,knorr,Stück,Stk,,199.0,[],199.0,,,"['MAY_CONTAIN AY', 'CONTAINS AM', 'MAY_CONTAIN BC', 'CONTAINS AW', 'MAY_CONTAIN BM', 'MAY_CONTAIN AE', 'MAY_CONTAIN AS']",,,,,,,,,,,,,
300,,Schokoladentafeln,100.0,,"Die Bensdorp Nougat Krokant Schokolade besteht aus einem knusprig-cremigen Inneren, das von zarter Alpenmilch-Schokolade umhüllt ist.<ul><li>Alpenmilch-Schokolade mit einer Füllung aus Nugat-Krokant-Creme</li><li>in Österreich hergestellt</li><li>in der großen Tafel für ganze Familie</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-401719-1571215551-SlUBqyup.jpg'],Bensdorp Nougat Krokant,Tafel,tf,"[[{'key': '14057', 'name': 'Süßes & Salziges', 'slug': 'suesses-und-salziges-14057', 'orderHint': '000003070'}, {'key': '14067', 'name': 'Süßes', 'slug': 'suesses-14067', 'orderHint': '000003170'}, {'key': '14070', 'name': 'Schokoladentafeln', 'slug': 'schokoladentafeln-14070', 'orderHint': '000003200'}]]",5e1cd566-9a7f-405a-a15b-ac382183b31a,False,00-401719,bensdorp-nougat-krokant-00401719,,True,False,gr,Gramm,g,0.304,False,False,0,,,,,,,,,,,,"['pp-veget', 'homecountry']",,,"Trocken lagern und vor Wärme schützen.
Trocken lagern und vor Wärme schützen.",,,,,,Bensdorp,bensdorp,Gramm,g,100,166.0,[],499.0,,,"['CONTAINS AM', 'MAY_CONTAIN AW', 'CONTAINS AY', 'MAY_CONTAIN AN']",,,,,,,,,,,,,
